Bill ID,Customer ID,Bill Date,Bill Amount,Previous Bill Amt,Payment Receivied,Bill Meter,Previous Meter,Usage,BTU Factor,Therms,Price Per Therm,Consumption Charge,Service Charge,Pass Through Charges,Taxes
238,20,2019-11-15,531.59,24.02,2019-11-16,120159,119570,589,1.032,608,0.582,354,23.72,130.98,22.89
239,20,2019-12-15,438.48,531.59,2019-12-29,120645,120159,486,1.032,502,0.582,292,19.56,108.04,18.88
240,20,2020-01-15,456.51,438.48,2020-01-24,121152,120645,507,1.032,523,0.582,304,20.37,112.48,19.66
241,21,2019-02-15,423.47,465.82,2019-02-24,266393,265923,470,1.032,485,0.582,282,18.89,104.34,18.24
242,21,2019-03-15,130.65,423.47,2019-03-29,266537,266393,144,1.032,149,0.582,87,5.83,32.19,5.63
243,21,2019-04-15,66.08,130.65,2019-05-02,266611,266537,74,1.032,76,0.582,44,2.95,16.28,2.85
244,21,2019-05-15,166.69,66.08,2019-06-04,266795,266611,184,1.032,190,0.582,111,7.44,41.07,7.18
245,21,2019-06-15,105.12,166.69,2019-06-20,266911,266795,116,1.032,120,0.582,70,4.69,25.9,4.53
246,21,2019-07-15,84.09,105.12,2019-07-27,267005,266911,94,1.032,97,0.582,56,3.75,20.72,3.62
247,21,2019-08-15,88.6,84.09,2019-08-24,267104,267005,99,1.032,102,0.582,59,3.95,21.83,3.82
248,21,2019-09-15,37.55,88.6,2019-09-22,267146,267104,42,1.032,43,0.582,25,1.68,9.25,1.62
249,21,2019-10-15,136.65,37.55,2019-11-01,267298,267146,152,1.032,157,0.582,91,6.1,33.67,5.88
250,21,2019-11-15,438.48,136.65,2019-11-25,267784,267298,486,1.032,502,0.582,292,19.56,108.04,18.88
251,21,2019-12-15,424.97,438.48,2019-12-22,268256,267784,472,1.032,487,0.582,283,18.96,104.71,18.3
252,21,2020-01-15,599.16,424.97,2020-01-25,268920,268256,664,1.032,685,0.582,399,26.73,147.63,25.8
253,22,2019-02-15,310.85,341.94,2019-02-23,65769,65424,345,1.032,356,0.582,207,13.87,76.59,13.39
254,22,2019-03-15,178.69,310.85,2019-03-23,65968,65769,199,1.032,205,0.582,119,7.97,44.03,7.69
255,22,2019-04-15,136.65,178.69,2019-05-01,66120,65968,152,1.032,157,0.582,91,6.1,33.67,5.88
256,22,2019-05-15,52.56,136.65,2019-05-17,66178,66120,58,1.032,60,0.582,35,2.35,12.95,2.26
257,22,2019-06-15,12.02,52.56,2019-06-16,66192,66178,14,1.032,14,0.582,8,0.54,2.96,0.52
258,22,2019-07-15,159.17,12.02,2019-07-27,66368,66192,176,1.032,182,0.582,106,7.1,39.22,6.85
259,22,2019-08-15,114.12,159.17,2019-08-24,66495,66368,127,1.032,131,0.582,76,5.09,28.12,4.91
260,22,2019-09-15,30.03,114.12,2019-10-03,66529,66495,34,1.032,35,0.582,20,1.34,7.4,1.29
261,22,2019-10-15,36.04,30.03,2019-10-17,66569,66529,40,1.032,41,0.582,24,1.61,8.88,1.55
262,22,2019-11-15,172.69,36.04,2019-11-27,66761,66569,192,1.032,198,0.582,115,7.7,42.55,7.44
263,22,2019-12-15,291.33,172.69,2019-12-31,67084,66761,323,1.032,333,0.582,194,13,71.78,12.55
264,22,2020-01-15,297.33,291.33,2020-02-01,67414,67084,330,1.032,341,0.582,198,13.27,73.26,12.8
265,23,2019-02-15,896.5,986.15,2019-02-24,675262,674268,994,1.032,1026,0.582,597,40,220.89,38.61
266,23,2019-03-15,87.1,896.5,2019-03-20,675358,675262,96,1.032,99,0.582,58,3.89,21.46,3.75
267,23,2019-04-15,51.06,87.1,2019-04-27,675414,675358,56,1.032,58,0.582,34,2.28,12.58,2.2
268,23,2019-05-15,156.18,51.06,2019-05-15,675586,675414,172,1.032,178,0.582,104,6.97,38.48,6.73
269,23,2019-06-15,157.68,156.18,2019-06-28,675760,675586,174,1.032,180,0.582,105,7.04,38.85,6.79
270,23,2019-07-15,118.63,157.68,2019-07-22,675891,675760,131,1.032,135,0.582,79,5.29,29.23,5.11
271,23,2019-08-15,69.07,118.63,2019-09-02,675968,675891,77,1.032,79,0.582,46,3.08,17.02,2.97
272,23,2019-09-15,43.55,69.07,2019-09-19,676015,675968,47,1.032,49,0.582,29,1.94,10.73,1.88
273,23,2019-10-15,39.04,43.55,2019-10-17,676059,676015,44,1.032,45,0.582,26,1.74,9.62,1.68
274,23,2019-11-15,932.54,39.04,2019-11-28,677093,676059,1034,1.032,1067,0.582,621,41.61,229.77,40.16
275,23,2019-12-15,902.5,932.54,2020-01-01,678093,677093,1000,1.032,1032,0.582,601,40.27,222.37,38.86
276,23,2020-01-15,899.49,902.5,2020-01-27,679090,678093,997,1.032,1029,0.582,599,40.13,221.63,38.73
277,24,2019-02-15,420.47,462.52,2019-03-04,33766,33300,466,1.032,481,0.582,280,18.76,103.6,18.11
278,24,2019-03-15,166.69,420.47,2019-03-24,33951,33766,185,1.032,191,0.582,111,7.44,41.07,7.18
279,24,2019-04-15,36.04,166.69,2019-05-03,33992,33951,41,1.032,42,0.582,24,1.61,8.88,1.55
280,24,2019-05-15,144.16,36.04,2019-05-16,34152,33992,160,1.032,165,0.582,96,6.43,35.52,6.21
281,24,2019-06-15,54.06,144.16,2019-06-27,34212,34152,60,1.032,62,0.582,36,2.41,13.32,2.33
282,24,2019-07-15,105.12,54.06,2019-07-22,34328,34212,116,1.032,120,0.582,70,4.69,25.9,4.53
283,24,2019-08-15,133.65,105.12,2019-08-30,34476,34328,148,1.032,153,0.582,89,5.96,32.93,5.76
284,24,2019-09-15,91.6,133.65,2019-09-30,34578,34476,102,1.032,105,0.582,61,4.09,22.57,3.94
285,24,2019-10-15,163.68,91.6,2019-11-01,34760,34578,182,1.032,188,0.582,109,7.3,40.33,7.05
286,24,2019-11-15,334.87,163.68,2019-12-03,35132,34760,372,1.032,384,0.582,223,14.94,82.51,14.42
287,24,2019-12-15,367.91,334.87,2019-12-24,35540,35132,408,1.032,421,0.582,245,16.42,90.65,15.84
288,24,2020-01-15,444.49,367.91,2020-02-03,36033,35540,493,1.032,509,0.582,296,19.83,109.52,19.14
289,25,2019-02-15,423.47,465.82,2019-02-17,256459,255990,469,1.032,484,0.582,282,18.89,104.34,18.24
290,25,2019-03-15,90.1,423.47,2019-03-23,256559,256459,100,1.032,103,0.582,60,4.02,22.2,3.88
291,25,2019-04-15,25.53,90.1,2019-04-18,256588,256559,29,1.032,30,0.582,17,1.14,6.29,1.1
292,25,2019-05-15,151.67,25.53,2019-05-20,256757,256588,169,1.032,174,0.582,101,6.77,37.37,6.53
293,25,2019-06-15,57.07,151.67,2019-07-01,256820,256757,63,1.032,65,0.582,38,2.55,14.06,2.46
294,25,2019-07-15,136.65,57.07,2019-07-26,256972,256820,152,1.032,157,0.582,91,6.1,33.67,5.88
295,25,2019-08-15,72.08,136.65,2019-08-31,257052,256972,80,1.032,83,0.582,48,3.22,17.76,3.1
296,25,2019-09-15,18.02,72.08,2019-09-23,257071,257052,19,1.032,20,0.582,12,0.8,4.44,0.78
297,25,2019-10-15,27.03,18.02,2019-10-23,257101,257071,30,1.032,31,0.582,18,1.21,6.66,1.16
298,25,2019-11-15,439.99,27.03,2019-12-03,257588,257101,487,1.032,503,0.582,293,19.63,108.41,18.95
299,25,2019-12-15,391.94,439.99,2019-12-18,258022,257588,434,1.032,448,0.582,261,17.49,96.57,16.88
300,25,2020-01-15,366.41,391.94,2020-01-17,258428,258022,406,1.032,419,0.582,244,16.35,90.28,15.78
301,26,2019-02-15,195.22,214.74,2019-02-17,56096,55880,216,1.032,223,0.582,130,8.71,48.1,8.41
302,26,2019-03-15,4.5,195.22,2019-03-29,56101,56096,5,1.032,5,0.582,3,0.2,1.11,0.19
303,26,2019-04-15,61.57,4.5,2019-04-23,56170,56101,69,1.032,71,0.582,41,2.75,15.17,2.65
304,26,2019-05-15,7.51,61.57,2019-05-29,56178,56170,8,1.032,8,0.582,5,0.34,1.85,0.32
305,26,2019-06-15,67.58,7.51,2019-06-30,56254,56178,76,1.032,78,0.582,45,3.02,16.65,2.91
306,26,2019-07-15,102.12,67.58,2019-07-27,56367,56254,113,1.032,117,0.582,68,4.56,25.16,4.4
307,26,2019-08-15,156.18,102.12,2019-08-31,56540,56367,173,1.032,179,0.582,104,6.97,38.48,6.73
308,26,2019-09-15,141.16,156.18,2019-10-02,56696,56540,156,1.032,161,0.582,94,6.3,34.78,6.08
309,26,2019-10-15,94.6,141.16,2019-10-19,56801,56696,105,1.032,108,0.582,63,4.22,23.31,4.07
310,26,2019-11-15,142.65,94.6,2019-11-18,56959,56801,158,1.032,163,0.582,95,6.36,35.15,6.14
311,26,2019-12-15,172.69,142.65,2019-12-23,57151,56959,192,1.032,198,0.582,115,7.7,42.55,7.44
312,26,2020-01-15,241.77,172.69,2020-01-31,57419,57151,268,1.032,277,0.582,161,10.79,59.57,10.41
313,27,2019-02-15,834.92,918.41,2019-02-25,427723,426798,925,1.032,955,0.582,556,37.25,205.72,35.95
314,27,2019-03-15,21.03,834.92,2019-04-01,427746,427723,23,1.032,24,0.582,14,0.94,5.18,0.91
315,27,2019-04-15,109.62,21.03,2019-04-25,427867,427746,121,1.032,125,0.582,73,4.89,27.01,4.72
316,27,2019-05-15,33.03,109.62,2019-05-22,427904,427867,37,1.032,38,0.582,22,1.47,8.14,1.42
317,27,2019-06-15,55.56,33.03,2019-07-02,427965,427904,61,1.032,63,0.582,37,2.48,13.69,2.39
318,27,2019-07-15,172.69,55.56,2019-07-26,428157,427965,192,1.032,198,0.582,115,7.7,42.55,7.44
319,27,2019-08-15,130.65,172.69,2019-08-28,428302,428157,145,1.032,150,0.582,87,5.83,32.19,5.63
320,27,2019-09-15,172.69,130.65,2019-10-05,428494,428302,192,1.032,198,0.582,115,7.7,42.55,7.44
321,27,2019-10-15,136.65,172.69,2019-10-19,428646,428494,152,1.032,157,0.582,91,6.1,33.67,5.88
322,27,2019-11-15,779.36,136.65,2019-11-20,429509,428646,863,1.032,891,0.582,519,34.77,192.03,33.56
323,27,2019-12-15,750.83,779.36,2019-12-29,430341,429509,832,1.032,859,0.582,500,33.5,185,32.33
324,27,2020-01-15,824.41,750.83,2020-01-19,431256,430341,915,1.032,944,0.582,549,36.78,203.13,35.5
325,28,2019-02-15,665.24,731.76,2019-02-23,39377,38640,737,1.032,761,0.582,443,29.68,163.91,28.65
326,28,2019-03-15,133.65,665.24,2019-03-26,39525,39377,148,1.032,153,0.582,89,5.96,32.93,5.76
327,28,2019-04-15,141.16,133.65,2019-04-28,39681,39525,156,1.032,161,0.582,94,6.3,34.78,6.08
328,28,2019-05-15,10.51,141.16,2019-05-20,39693,39681,12,1.032,12,0.582,7,0.47,2.59,0.45
329,28,2019-06-15,67.58,10.51,2019-07-04,39769,39693,76,1.032,78,0.582,45,3.02,16.65,2.91
330,28,2019-07-15,3,67.58,2019-07-19,39772,39769,3,1.032,3,0.582,2,0.13,0.74,0.13
331,28,2019-08-15,31.54,3,2019-08-27,39807,39772,35,1.032,36,0.582,21,1.41,7.77,1.36
332,28,2019-09-15,6.01,31.54,2019-10-03,39814,39807,7,1.032,7,0.582,4,0.27,1.48,0.26
333,28,2019-10-15,33.03,6.01,2019-10-27,39851,39814,37,1.032,38,0.582,22,1.47,8.14,1.42
334,28,2019-11-15,702.78,33.03,2019-11-15,40630,39851,779,1.032,804,0.582,468,31.36,173.16,30.26
335,28,2019-12-15,693.77,702.78,2019-12-22,41399,40630,769,1.032,794,0.582,462,30.95,170.94,29.88
336,28,2020-01-15,647.22,693.77,2020-01-24,42117,41399,718,1.032,741,0.582,431,28.88,159.47,27.87
337,29,2019-02-15,448.99,493.89,2019-02-21,22002,21504,498,1.032,514,0.582,299,20.03,110.63,19.33
338,29,2019-03-15,51.06,448.99,2019-03-30,22059,22002,57,1.032,59,0.582,34,2.28,12.58,2.2
339,29,2019-04-15,166.69,51.06,2019-05-03,22243,22059,184,1.032,190,0.582,111,7.44,41.07,7.18
340,29,2019-05-15,162.18,166.69,2019-05-18,22422,22243,179,1.032,185,0.582,108,7.24,39.96,6.98
341,29,2019-06-15,103.61,162.18,2019-06-30,22536,22422,114,1.032,118,0.582,69,4.62,25.53,4.46
342,29,2019-07-15,81.09,103.61,2019-07-31,22626,22536,90,1.032,93,0.582,54,3.62,19.98,3.49
343,29,2019-08-15,145.66,81.09,2019-09-03,22788,22626,162,1.032,167,0.582,97,6.5,35.89,6.27
344,29,2019-09-15,112.63,145.66,2019-09-17,22913,22788,125,1.032,129,0.582,75,5.03,27.75,4.85
345,29,2019-10-15,138.15,112.63,2019-10-20,23066,22913,153,1.032,158,0.582,92,6.16,34.04,5.95
346,29,2019-11-15,482.04,138.15,2019-11-16,23601,23066,535,1.032,552,0.582,321,21.51,118.77,20.76
347,29,2019-12-15,461.01,482.04,2019-12-24,24112,23601,511,1.032,527,0.582,307,20.57,113.59,19.85
348,29,2020-01-15,470.02,461.01,2020-01-21,24633,24112,521,1.032,538,0.582,313,20.97,115.81,20.24
349,30,2019-02-15,896.5,986.15,2019-02-17,92680,91686,994,1.032,1026,0.582,597,40,220.89,38.61
350,30,2019-03-15,19.52,896.5,2019-04-03,92702,92680,22,1.032,23,0.582,13,0.87,4.81,0.84
351,30,2019-04-15,97.61,19.52,2019-04-15,92810,92702,108,1.032,111,0.582,65,4.36,24.05,4.2
352,30,2019-05-15,129.14,97.61,2019-05-29,92952,92810,142,1.032,147,0.582,86,5.76,31.82,5.56
353,30,2019-06-15,108.12,129.14,2019-06-18,93072,92952,120,1.032,124,0.582,72,4.82,26.64,4.66
354,30,2019-07-15,63.07,108.12,2019-07-22,93142,93072,70,1.032,72,0.582,42,2.81,15.54,2.72
355,30,2019-08-15,27.03,63.07,2019-08-24,93172,93142,30,1.032,31,0.582,18,1.21,6.66,1.16
356,30,2019-09-15,54.06,27.03,2019-09-24,93232,93172,60,1.032,62,0.582,36,2.41,13.32,2.33
357,30,2019-10-15,129.14,54.06,2019-10-25,93374,93232,142,1.032,147,0.582,86,5.76,31.82,5.56
358,30,2019-11-15,807.9,129.14,2019-11-18,94270,93374,896,1.032,925,0.582,538,36.05,199.06,34.79
359,30,2019-12-15,837.93,807.9,2019-12-18,95198,94270,928,1.032,958,0.582,558,37.39,206.46,36.08
360,30,2020-01-15,882.98,837.93,2020-01-26,96177,95198,979,1.032,1010,0.582,588,39.4,217.56,38.02
361,31,2019-02-15,974.58,1072.04,2019-03-06,90260,89180,1080,1.032,1115,0.582,649,43.48,240.13,41.97
362,31,2019-03-15,21.03,974.58,2019-03-23,90283,90260,23,1.032,24,0.582,14,0.94,5.18,0.91
363,31,2019-04-15,114.12,21.03,2019-04-17,90409,90283,126,1.032,130,0.582,76,5.09,28.12,4.91
364,31,2019-05-15,81.09,114.12,2019-05-26,90499,90409,90,1.032,93,0.582,54,3.62,19.98,3.49
365,31,2019-06-15,15.02,81.09,2019-06-20,90515,90499,16,1.032,17,0.582,10,0.67,3.7,0.65
366,31,2019-07-15,88.6,15.02,2019-08-02,90613,90515,98,1.032,101,0.582,59,3.95,21.83,3.82
367,31,2019-08-15,99.11,88.6,2019-09-03,90723,90613,110,1.032,114,0.582,66,4.42,24.42,4.27
368,31,2019-09-15,135.15,99.11,2019-09-29,90872,90723,149,1.032,154,0.582,90,6.03,33.3,5.82
369,31,2019-10-15,136.65,135.15,2019-10-27,91023,90872,151,1.032,156,0.582,91,6.1,33.67,5.88
370,31,2019-11-15,1004.61,136.65,2019-11-17,92136,91023,1113,1.032,1149,0.582,669,44.82,247.53,43.26
371,31,2019-12-15,1034.64,1004.61,2019-12-26,93283,92136,1147,1.032,1184,0.582,689,46.16,254.93,44.55
372,31,2020-01-15,1012.12,1034.64,2020-01-15,94405,93283,1122,1.032,1158,0.582,674,45.16,249.38,43.58
373,32,2019-02-15,427.98,470.78,2019-03-04,31816,31341,475,1.032,490,0.582,285,19.1,105.45,18.43
374,32,2019-03-15,166.69,427.98,2019-03-20,32001,31816,185,1.032,191,0.582,111,7.44,41.07,7.18
375,32,2019-04-15,60.07,166.69,2019-04-29,32068,32001,67,1.032,69,0.582,40,2.68,14.8,2.59
376,32,2019-05-15,7.51,60.07,2019-06-04,32076,32068,8,1.032,8,0.582,5,0.34,1.85,0.32
377,32,2019-06-15,24.02,7.51,2019-06-30,32102,32076,26,1.032,27,0.582,16,1.07,5.92,1.03
378,32,2019-07-15,163.68,24.02,2019-08-01,32283,32102,181,1.032,187,0.582,109,7.3,40.33,7.05
379,32,2019-08-15,69.07,163.68,2019-09-03,32360,32283,77,1.032,79,0.582,46,3.08,17.02,2.97
380,32,2019-09-15,81.09,69.07,2019-09-30,32449,32360,89,1.032,92,0.582,54,3.62,19.98,3.49
381,32,2019-10-15,102.12,81.09,2019-11-01,32562,32449,113,1.032,117,0.582,68,4.56,25.16,4.4
382,32,2019-11-15,304.84,102.12,2019-11-17,32900,32562,338,1.032,349,0.582,203,13.6,75.11,13.13
383,32,2019-12-15,462.52,304.84,2019-12-28,33413,32900,513,1.032,529,0.582,308,20.64,113.96,19.92
384,32,2020-01-15,400.95,462.52,2020-01-17,33858,33413,445,1.032,459,0.582,267,17.89,98.79,17.27
385,33,2019-02-15,795.88,875.47,2019-02-20,79688,78806,882,1.032,910,0.582,530,35.51,196.1,34.27
386,33,2019-03-15,111.13,795.88,2019-03-28,79811,79688,123,1.032,127,0.582,74,4.96,27.38,4.79
387,33,2019-04-15,79.59,111.13,2019-04-17,79899,79811,88,1.032,91,0.582,53,3.55,19.61,3.43
388,33,2019-05-15,147.17,79.59,2019-06-03,80063,79899,164,1.032,169,0.582,98,6.57,36.26,6.34
389,33,2019-06-15,25.53,147.17,2019-06-22,80092,80063,29,1.032,30,0.582,17,1.14,6.29,1.1
390,33,2019-07-15,115.63,25.53,2019-07-25,80221,80092,129,1.032,133,0.582,77,5.16,28.49,4.98
391,33,2019-08-15,120.13,115.63,2019-08-17,80354,80221,133,1.032,137,0.582,80,5.36,29.6,5.17
392,33,2019-09-15,69.07,120.13,2019-09-17,80431,80354,77,1.032,79,0.582,46,3.08,17.02,2.97
393,33,2019-10-15,153.17,69.07,2019-10-18,80601,80431,170,1.032,175,0.582,102,6.83,37.74,6.6
394,33,2019-11-15,925.02,153.17,2019-11-28,81626,80601,1025,1.032,1058,0.582,616,41.27,227.92,39.83
395,33,2019-12-15,893.49,925.02,2019-12-17,82617,81626,991,1.032,1023,0.582,595,39.86,220.15,38.48
396,33,2020-01-15,855.95,893.49,2020-01-27,83567,82617,950,1.032,980,0.582,570,38.19,210.9,36.86
397,34,2019-02-15,180.2,198.22,2019-02-22,166242,166041,201,1.032,207,0.582,120,8.04,44.4,7.76
398,34,2019-03-15,19.52,180.2,2019-03-23,166263,166242,21,1.032,22,0.582,13,0.87,4.81,0.84
399,34,2019-04-15,15.02,19.52,2019-04-25,166280,166263,17,1.032,18,0.582,10,0.67,3.7,0.65
400,34,2019-05-15,169.69,15.02,2019-05-23,166469,166280,189,1.032,195,0.582,113,7.57,41.81,7.31
401,34,2019-06-15,103.61,169.69,2019-06-29,166583,166469,114,1.032,118,0.582,69,4.62,25.53,4.46
402,34,2019-07-15,144.16,103.61,2019-08-03,166743,166583,160,1.032,165,0.582,96,6.43,35.52,6.21
403,34,2019-08-15,102.12,144.16,2019-08-21,166855,166743,112,1.032,116,0.582,68,4.56,25.16,4.4
404,34,2019-09-15,61.57,102.12,2019-10-03,166923,166855,68,1.032,70,0.582,41,2.75,15.17,2.65
405,34,2019-10-15,31.54,61.57,2019-10-27,166958,166923,35,1.032,36,0.582,21,1.41,7.77,1.36
406,34,2019-11-15,294.32,31.54,2019-12-01,167285,166958,327,1.032,337,0.582,196,13.13,72.52,12.67
407,34,2019-12-15,250.78,294.32,2019-12-20,167563,167285,278,1.032,287,0.582,167,11.19,61.79,10.8
408,34,2020-01-15,219.24,250.78,2020-01-15,167806,167563,243,1.032,251,0.582,146,9.78,54.02,9.44
409,35,2019-02-15,800.39,880.43,2019-03-03,744331,743444,887,1.032,915,0.582,533,35.71,197.21,34.47
410,35,2019-03-15,127.65,800.39,2019-04-03,744472,744331,141,1.032,146,0.582,85,5.7,31.45,5.5
411,35,2019-04-15,64.57,127.65,2019-04-18,744544,744472,72,1.032,74,0.582,43,2.88,15.91,2.78
412,35,2019-05-15,130.65,64.57,2019-06-04,744689,744544,145,1.032,150,0.582,87,5.83,32.19,5.63
413,35,2019-06-15,156.18,130.65,2019-06-17,744862,744689,173,1.032,179,0.582,104,6.97,38.48,6.73
414,35,2019-07-15,55.56,156.18,2019-08-01,744923,744862,61,1.032,63,0.582,37,2.48,13.69,2.39
415,35,2019-08-15,60.07,55.56,2019-08-19,744989,744923,66,1.032,68,0.582,40,2.68,14.8,2.59
416,35,2019-09-15,135.15,60.07,2019-09-24,745138,744989,149,1.032,154,0.582,90,6.03,33.3,5.82
417,35,2019-10-15,103.61,135.15,2019-10-22,745253,745138,115,1.032,119,0.582,69,4.62,25.53,4.46
418,35,2019-11-15,899.49,103.61,2019-11-28,746250,745253,997,1.032,1029,0.582,599,40.13,221.63,38.73
419,35,2019-12-15,870.97,899.49,2020-01-02,747215,746250,965,1.032,996,0.582,580,38.86,214.6,37.51
420,35,2020-01-15,812.4,870.97,2020-01-22,748115,747215,900,1.032,929,0.582,541,36.25,200.17,34.98
421,36,2019-02-15,567.63,624.39,2019-03-06,459827,459198,629,1.032,649,0.582,378,25.33,139.86,24.44
422,36,2019-03-15,63.07,567.63,2019-03-24,459897,459827,70,1.032,72,0.582,42,2.81,15.54,2.72
423,36,2019-04-15,121.64,63.07,2019-05-04,460033,459897,136,1.032,140,0.582,81,5.43,29.97,5.24
424,36,2019-05-15,4.5,121.64,2019-05-23,460039,460033,6,1.032,6,0.582,3,0.2,1.11,0.19
425,36,2019-06-15,16.52,4.5,2019-06-29,460057,460039,18,1.032,19,0.582,11,0.74,4.07,0.71
426,36,2019-07-15,15.02,16.52,2019-07-18,460073,460057,16,1.032,17,0.582,10,0.67,3.7,0.65
427,36,2019-08-15,136.65,15.02,2019-09-02,460224,460073,151,1.032,156,0.582,91,6.1,33.67,5.88
428,36,2019-09-15,40.55,136.65,2019-09-28,460269,460224,45,1.032,46,0.582,27,1.81,9.99,1.75
429,36,2019-10-15,73.58,40.55,2019-10-27,460350,460269,81,1.032,84,0.582,49,3.28,18.13,3.17
430,36,2019-11-15,552.62,73.58,2019-11-27,460962,460350,612,1.032,632,0.582,368,24.66,136.16,23.8
431,36,2019-12-15,576.64,552.62,2019-12-18,461601,460962,639,1.032,659,0.582,384,25.73,142.08,24.83
432,36,2020-01-15,557.12,576.64,2020-02-03,462219,461601,618,1.032,638,0.582,371,24.86,137.27,23.99
433,37,2019-02-15,725.3,797.83,2019-02-22,368756,367952,804,1.032,830,0.582,483,32.36,178.71,31.23
434,37,2019-03-15,93.1,725.3,2019-03-15,368860,368756,104,1.032,107,0.582,62,4.15,22.94,4.01
435,37,2019-04-15,18.02,93.1,2019-04-16,368880,368860,20,1.032,21,0.582,12,0.8,4.44,0.78
436,37,2019-05-15,27.03,18.02,2019-05-15,368910,368880,30,1.032,31,0.582,18,1.21,6.66,1.16
437,37,2019-06-15,130.65,27.03,2019-06-26,369054,368910,144,1.032,149,0.582,87,5.83,32.19,5.63
438,37,2019-07-15,84.09,130.65,2019-07-16,369147,369054,93,1.032,96,0.582,56,3.75,20.72,3.62
439,37,2019-08-15,13.51,84.09,2019-08-23,369162,369147,15,1.032,15,0.582,9,0.6,3.33,0.58
440,37,2019-09-15,39.04,13.51,2019-09-28,369206,369162,44,1.032,45,0.582,26,1.74,9.62,1.68
441,37,2019-10-15,4.5,39.04,2019-10-18,369212,369206,6,1.032,6,0.582,3,0.2,1.11,0.19
442,37,2019-11-15,752.34,4.5,2019-11-22,370045,369212,833,1.032,860,0.582,501,33.57,185.37,32.4
443,37,2019-12-15,785.37,752.34,2019-12-28,370916,370045,871,1.032,899,0.582,523,35.04,193.51,33.82
444,37,2020-01-15,687.77,785.37,2020-01-28,371679,370916,763,1.032,787,0.582,458,30.69,169.46,29.62
445,38,2019-02-15,599.16,659.08,2019-02-16,179157,178493,664,1.032,685,0.582,399,26.73,147.63,25.8
446,38,2019-03-15,3,599.16,2019-03-19,179160,179157,3,1.032,3,0.582,2,0.13,0.74,0.13
447,38,2019-04-15,178.69,3,2019-04-23,179358,179160,198,1.032,204,0.582,119,7.97,44.03,7.69
448,38,2019-05-15,141.16,178.69,2019-05-22,179515,179358,157,1.032,162,0.582,94,6.3,34.78,6.08
449,38,2019-06-15,117.13,141.16,2019-07-02,179645,179515,130,1.032,134,0.582,78,5.23,28.86,5.04
450,38,2019-07-15,21.03,117.13,2019-07-28,179668,179645,23,1.032,24,0.582,14,0.94,5.18,0.91
451,38,2019-08-15,166.69,21.03,2019-08-19,179853,179668,185,1.032,191,0.582,111,7.44,41.07,7.18
452,38,2019-09-15,67.58,166.69,2019-09-20,179929,179853,76,1.032,78,0.582,45,3.02,16.65,2.91
453,38,2019-10-15,63.07,67.58,2019-10-27,180000,179929,71,1.032,73,0.582,42,2.81,15.54,2.72
454,38,2019-11-15,633.7,63.07,2019-11-21,180703,180000,703,1.032,725,0.582,422,28.27,156.14,27.29
455,38,2019-12-15,671.25,633.7,2019-12-25,181447,180703,744,1.032,768,0.582,447,29.95,165.39,28.91
456,38,2020-01-15,557.12,671.25,2020-01-18,182065,181447,618,1.032,638,0.582,371,24.86,137.27,23.99
457,39,2019-02-15,657.73,723.5,2019-02-26,529762,529032,730,1.032,753,0.582,438,29.35,162.06,28.32
458,39,2019-03-15,157.68,657.73,2019-03-28,529937,529762,175,1.032,181,0.582,105,7.04,38.85,6.79
459,39,2019-04-15,124.64,157.68,2019-04-21,530076,529937,139,1.032,143,0.582,83,5.56,30.71,5.37
460,39,2019-05-15,19.52,124.64,2019-05-25,530097,530076,21,1.032,22,0.582,13,0.87,4.81,0.84
461,39,2019-06-15,87.1,19.52,2019-06-29,530193,530097,96,1.032,99,0.582,58,3.89,21.46,3.75
462,39,2019-07-15,130.65,87.1,2019-07-24,530337,530193,144,1.032,149,0.582,87,5.83,32.19,5.63
463,39,2019-08-15,165.18,130.65,2019-09-02,530520,530337,183,1.032,189,0.582,110,7.37,40.7,7.11
464,39,2019-09-15,112.63,165.18,2019-09-18,530645,530520,125,1.032,129,0.582,75,5.03,27.75,4.85
465,39,2019-10-15,45.05,112.63,2019-10-15,530694,530645,49,1.032,51,0.582,30,2.01,11.1,1.94
466,39,2019-11-15,633.7,45.05,2019-11-21,531397,530694,703,1.032,725,0.582,422,28.27,156.14,27.29
467,39,2019-12-15,636.71,633.7,2019-12-28,532102,531397,705,1.032,728,0.582,424,28.41,156.88,27.42
468,39,2020-01-15,684.76,636.71,2020-01-31,532861,532102,759,1.032,783,0.582,456,30.55,168.72,29.49
469,40,2019-02-15,681.76,749.94,2019-02-17,593460,592704,756,1.032,780,0.582,454,30.42,167.98,29.36
470,40,2019-03-15,48.05,681.76,2019-03-20,593513,593460,53,1.032,55,0.582,32,2.14,11.84,2.07
471,40,2019-04-15,24.02,48.05,2019-04-16,593540,593513,27,1.032,28,0.582,16,1.07,5.92,1.03
472,40,2019-05-15,171.19,24.02,2019-06-03,593730,593540,190,1.032,196,0.582,114,7.64,42.18,7.37
473,40,2019-06-15,102.12,171.19,2019-06-25,593842,593730,112,1.032,116,0.582,68,4.56,25.16,4.4
474,40,2019-07-15,43.55,102.12,2019-07-28,593890,593842,48,1.032,50,0.582,29,1.94,10.73,1.88
